
 Lista de Imóveis da Caixa;;Data de geração:;14/08/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8444411991907 ;MG ;DIVINOPOLIS ;JARDINOPOLIS ;RUA EMBUIA, N. 497, LT 276 QD 100 ;147.142,61;138.000,00;0.00;Não;Casa, 68.00 de área total, 68.00 de área privativa, 129.00 de área do terreno,  3 qto(s), a.serv, WC, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411991907
 8444431613959 ;MG ;ELOI MENDES ;SANTA ISABEL II ; RUA RAFAEL CARVALHO FREITAS, N. 69, CS 01 ;86.648,52;148.000,00;41.46;Não;Casa, 63.65 de área total, 63.65 de área privativa, 100.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444431613959
 8444406616290 ;MG ;ESMERALDAS ;POUSADAS DO LAGO ;RUA BOM DESPACHO, N. 202, CS 01 ;79.223,14;160.000,00;50.49;Não;Casa, 58.66 de área total, 46.66 de área privativa, 120.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406616290
 8444410810194 ;MG ;ESMERALDAS ;VALE DAS ESMERALDAS 2 (MELO VIANA) ;RUA DEZ, N. 263, Apto 101, ;71.945,72;138.000,00;47.87;Não;Apartamento, 0.00 de área total, 72.10 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410810194
 8444414746431 ;MG ;ESMERALDAS ;JARDIM DOS BANDEIRANTES (MELO VIANA) ;RUA DOZE, N. 88, CASA: 01 ;84.273,62;161.000,00;47.66;Não;Casa, 53.24 de área total, 53.24 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414746431
 8444407153080 ;MG ;ESMERALDAS ;PARQUE GIRASSOL ;RUA L, N. 788, CS 9, QD 02, LT 11A ;61.714,02;108.000,00;42.86;Não;Casa, 190.47 de área total, 46.97 de área privativa, 190.47 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407153080
 8444405418109 ;MG ;ESMERALDAS ;POUSADAS DO LAGO ;RUA BOM DESPACHO (ANTIGA RUA DOIS), N. 202, CASA 02 ;60.571,17;106.000,00;42.86;Não;Casa, 97.21 de área total, 46.21 de área privativa, 127.94 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405418109
 8444406657859 ;MG ;ESMERALDAS ;POUSADAS DO LAGO ;RUA SANTA MARIA MADALENA, N. 163, CS 03 LT 08 QD 09 ;59.999,74;105.000,00;42.86;Não;Casa, 0.00 de área total, 42.00 de área privativa, 360.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406657859
 8555518565150 ;MG ;ESMERALDAS ;SAO PEDRO ;RUA CUIABA, N. 56, CS 03 LT 07 QD 20 ;62.856,87;110.000,00;42.86;Não;Casa, 89.55 de área total, 44.22 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555518565150
 8444424215579 ;MG ;ESMERALDAS ;DUMAVILLE ;RUA DOS BEM-TE-VIS, N. 148, CS 03 ;71.080,90;124.000,00;42.68;Não;Casa, 189.09 de área total, 48.21 de área privativa, 189.09 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424215579
 8444404694420 ;MG ;ESMERALDAS ;RECANTO DA MATA ;AVENIDA JEQUITIBA, N. 255, CS 04, QD 03, LT 15A ;68.787,97;120.000,00;42.68;Não;Casa, 44.98 de área total, 44.98 de área privativa, 136.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404694420
 8787706248698 ;MG ;ESMERALDAS ;SAO PEDRO ;RUA JOAO GUIMARAES ROSA, N. 1151, Apto 301, QD 37 BL 03 LT 08A ;71.654,14;125.000,00;42.68;Não;Apartamento, 120.16 de área total, 44.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706248698
 8787710062820 ;MG ;ESMERALDAS ;SAO PEDRO ;RUA JOAO GUIMARAES ROSA, N. 1151, Apto 103, QD 37 LT 08-A BL 1 ;68.787,97;120.000,00;42.68;Não;Apartamento, 0.00 de área total, 44.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710062820
 8444412735092 ;MG ;ESMERALDAS ;DUMAVILLE ;RUA SETE, N. 100, CASA 03, LOTE 14, QUADRA 10 ;57.023,40;98.500,00;42.11;Não;Casa, 46.40 de área total, 46.40 de área privativa, 205.93 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412735092
 8444410987779 ;MG ;ESMERALDAS ;SAO FRANCISCO DE ASSIS ;RUA ARAXA, N. 249, Apto 101, 1º PAVIMENTO ;78.201,87;135.000,00;42.08;Não;Apartamento, 55.39 de área total, 55.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410987779
 8787706165474 ;MG ;ESMERALDAS ;SAO PEDRO ;RUA JOAO GUIMARAES ROSA, N. 1151, Apto 204, BL 07 ;73.229,94;126.416,96;42.08;Não;Apartamento, 60.08 de área total, 44.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706165474
 8444414962401 ;MG ;ESMERALDAS ;POUSADAS DO LAGO ;R DO ROSARIO (ANTIGA RUA SETE), N. 179, CS 02 COND RES RMI 016 ;83.721,21;143.000,00;41.46;Não;Casa, 51.70 de área total, 51.70 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414962401
 8444411072880 ;MG ;ESMERALDAS ;SAO PEDRO ;RUA PETROLINA, N. 507, CS 01 QD 50 LT 32 ;84.892,14;145.000,00;41.46;Não;Casa, 48.22 de área total, 48.22 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411072880
 8787706979315 ;MG ;ESMERALDAS ;SAO PEDRO ;RUA JOAO GUIMARAES ROSA, N. 1151, Apto 201, BL 08 PAV 02 ;81.964,82;140.000,00;41.46;Não;Apartamento, 60.08 de área total, 44.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706979315
 8787704670155 ;MG ;ESMERALDAS ;SERRA VERDE ; RUA DAS FLORES, N. 184, Apto 101, BL O ;90.746,77;155.000,00;41.46;Não;Apartamento, 93.33 de área total, 47.10 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704670155
 8444400921570 ;MG ;ESMERALDAS ;RECREIO DO TIJUCO (MELO VIANA) ;RUA QUATRO, N. 37, QD 05 LT 22 CS 1 ;81.964,82;140.000,00;41.46;Não;Casa, 45.33 de área total, 45.33 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444400921570
 8444404868089 ;MG ;ESMERALDAS ;POUSADA DOS BANDEIRANTES ;RUA ZILDA LUCIA DA SILVA, N. 683, CS 1 ;94.815,14;160.000,00;40.75;Não;Casa, 168.00 de área total, 51.44 de área privativa, 168.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404868089
 8444409832600 ;MG ;ESMERALDAS ;RESIDENCIAL CAIO MARTINS ;RUA RIO MANSO, N. 554, CS 1, QD 01, LT 10 ;92.444,76;156.000,00;40.75;Não;Casa, 180.00 de área total, 68.49 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409832600
 8444413734510 ;MG ;ESMERALDAS ;SAO PEDRO ;RUA RAPOSOS, N. 469, Apto 201, ;106.667,03;180.000,00;40.75;Não;Apartamento, 0.00 de área total, 58.82 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413734510
 8444411168143 ;MG ;ESMERALDAS ;VILA ESMERALDAS ;RUA DAS VIDEIRAS (ANTIGA RUA A), N. 130, Apto 01, ;105.481,84;178.000,00;40.75;Não;Apartamento, 111.83 de área total, 64.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411168143
 8444409082130 ;MG ;ESMERALDAS ;RECREIO DO TIJUCO (MELO VIANA) ;RUA ANTONIO FERNANDES, N. 693, CS 3 LT 28 QD 10 ;71.789,15;120.000,00;40.18;Não;Casa, 134.00 de área total, 46.16 de área privativa, 134.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409082130
 8444419326309 ;MG ;ESMERALDAS ;DUMAVILLE ;AVENIDA UM, N. 1700, CASA 10 ;111.816,50;185.000,00;39.56;Não;Casa, 200.87 de área total, 62.08 de área privativa, 200.87 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419326309
 8444416051724 ;MG ;ESMERALDAS ;RECANTO VERDE ;RUA NIGERIA, N. 28, CASA 01 ;111.212,08;184.000,00;39.56;Não;Casa, 180.00 de área total, 55.41 de área privativa, 180.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416051724
 1444405516030 ;MG ;ESMERALDAS ;SAO FRANCISCO DE ASSIS ;RUA FRANCA, N. 376, LT 02 QD 22 ;45.928,77;75.800,00;39.41;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 373.40 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444405516030
 1444408359903 ;MG ;ESMERALDAS ;DUMAVILLE ;RUA DOS BEM TE VIS (ANTIGA R SETE), N. 114, CS 05 QD 10 LT 13 ;85.466,19;140.000,00;38.96;Não;Casa, 0.00 de área total, 46.40 de área privativa, 262.28 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408359903
 8444403794227 ;MG ;ESMERALDAS ;DUMAVILLE ;AVENIDA LUIZA GONCALVES DE OLIVEIRA, N. 732, CS 10, LT 09-A, QD 18 ;85.466,19;140.000,00;38.96;Não;Casa, 89.95 de área total, 47.88 de área privativa, 101.96 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403794227
 1600000077546 ;MG ;ESMERALDAS ;CONDOMINIO NOSSA FAZENDA ;ALAMEDA DOS CEDROS, N. SN, CHACARA 10 GLEBA 10 SETOR 01 ;1.083.434,31;1.700.000,00;36.27;Sim;Casa, 0.00 de área total, 100.00 de área privativa, 21525.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1600000077546
 1555526764915 ;MG ;ESMERALDAS ;VALE DAS ESMERALDAS 3 (MELO VIANA) ;RUA TRES, N. SN, LT 50 ;235.806,29;370.000,00;36.27;Sim;Terreno, 0.00 de área total, 0.00 de área privativa, 2008.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555526764915
 8444421885310 ;MG ;ESMERALDAS ;DUMAVILLE ;RUA DO PAVAO, N. 107, CS 03 LT 03 QD 29 ;89.654,59;120.000,00;25.29;Não;Casa, 183.06 de área total, 47.25 de área privativa, 183.06 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421885310
 8444404946152 ;MG ;ESMERALDAS ;VALE DO PALMITAL ;RUA 11, N. 257, CASA 02 LOTE 17 QUADRA 10 ;125.000,00;125.000,00;0.00;Não;Casa, 126.00 de área total, 52.33 de área privativa, 126.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404946152
 8555516904259 ;MG ;ESMERALDAS ;SANTA CECÍLIA ;RUA NOSSA SENHORA APARECIDA, N. 169, CS 03 LT 16 QD 25 ;124.000,00;124.000,00;0.00;Não;Casa, 0.00 de área total, 46.90 de área privativa, 75.12 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555516904259
 1444401788094 ;MG ;ESMERALDAS ;FLORESTA ENCANTADA ;RUA ACACIA, N. 147, CASA 01 ;196.000,00;196.000,00;0.00;Não;Casa, 69.95 de área total, 69.95 de área privativa, 360.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444401788094
 1444406101488 ;MG ;ESMERALDAS ;FLORESTA ENCANTADA ;RUA AROEIRA BRANCA, N. 224, LOTE 04 QUADRA 21 ;220.000,00;220.000,00;0.00;Não;Casa, 183.80 de área total, 69.35 de área privativa, 183.80 de área do terreno,  2 qto(s), a.serv, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406101488
 8444411972430 ;MG ;ESMERALDAS ;FLORESTA ENCANTADA ;RUA PAINEIRA ROSA ANTIGA RUA O, N. 240, CS01 ;192.000,00;192.000,00;0.00;Não;Casa, 51.12 de área total, 51.12 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411972430
 8444425190162 ;MG ;ESMERALDAS ;FLORESTA ENCANTADA ;RUA MANGABEIRAS, N. 305, Apto 101, ;188.000,00;188.000,00;0.00;Não;Apartamento, 119.37 de área total, 96.35 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425190162
 8555519931265 ;MG ;ESMERALDAS ;FLORESTA ENCANTADA ;AVENIDA ANA BATISTA PANIZA, N. 73, CS 01 ;132.000,00;132.000,00;0.00;Não;Casa, 0.00 de área total, 48.03 de área privativa, 361.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555519931265
 8444420702823 ;MG ;ESMERALDAS ;REFUGIO DOS TROPEIROS 2 ;RUA AMERICO CAETANO MINGONI, N. 351, Apto 104, BLOCO 04 1 PAVIMENTO VAGA 36 ;122.000,00;122.000,00;0.00;Não;Apartamento, 115.72 de área total, 47.04 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420702823
 8444425078230 ;MG ;ESMERALDAS ;SAO JOSE ;RUA MANOEL CAMPOLINA VIANA DE SA, N. 320, LT 02A, QD 12 ;230.000,00;230.000,00;0.00;Não;Casa, 69.87 de área total, 69.87 de área privativa, 200.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425078230
 8787706202477 ;MG ;ESMERALDAS ;SAO PEDRO ;RUA JOAO GUIMARAES ROSA, N. 1151, Apto 101, BL 09  LT 08A QD 37 ;130.000,00;130.000,00;0.00;Não;Apartamento, 60.08 de área total, 44.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706202477
 8787707264220 ;MG ;ESMERALDAS ;SAO PEDRO ;RUA JOAO GUIMARAES ROSA, N. 1151, Apto 104, BL 08 1 PAV ;153.000,00;153.000,00;0.00;Não;Apartamento, 60.08 de área total, 44.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707264220
 8787707500188 ;MG ;ESMERALDAS ;SAO PEDRO ;RUA JOAO GUIMARAES ROSA, N. 1151, Apto 402, BL 07 4 PAV LT 08A QD 37 ;130.000,00;130.000,00;0.00;Não;Apartamento, 60.08 de área total, 44.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707500188
 8787707148255 ;MG ;ESMERALDAS ;SAO PEDRO ;RUA JOAO GUIMARAES ROSA, N. 1151, Apto AP 20, 2° PAVIMENTO BL 05 ;124.819,32;120.000,00;0.00;Não;Apartamento, 60.08 de área total, 44.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707148255
 8444411099117 ;MG ;ESMERALDAS ;VALE DO PALMITAL (MELO VIANA) ;RUA 10, N. 263, Apto 202, 2º PAVIMENTO ;159.102,72;148.000,00;0.00;Não;Apartamento, 75.73 de área total, 71.11 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411099117
 8444413020372 ;MG ;ESMERALDAS ;RECANTO VERDE ;RUA TURQUIA, N. 147, CS 01 ;155.664,08;140.000,00;0.00;Não;Casa, 57.75 de área total, 57.75 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413020372
 8444413385982 ;MG ;ESMERALDAS ;RETIRO ;RUA DOS COQUEIROS, N. 28, Apto 202, PAV 2, LT 02 QD 29 ;136.098,09;120.000,00;0.00;Não;Apartamento, 57.65 de área total, 45.15 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413385982
 8787709497036 ;MG ;ESMERALDAS ;NOVA ESMERALDAS ; RUA I, N. 85, Apto 08, BL 02 2° PAV VG 22 LT 01A QD 11 ;159.727,92;125.000,00;0.00;Não;Apartamento, 96.08 de área total, 50.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709497036
 8444410937917 ;MG ;ESMERALDAS ;DUMAVILLE ;RUA DOS BEM-TI-VIS, N. 114, CS 03 LT 13 QD 10 ;186.150,43;122.000,00;0.00;Não;Casa, 0.00 de área total, 46.40 de área privativa, 182.04 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410937917
 8444404764402 ;MG ;ESMERALDAS ;FLORESTA ENCANTADA ;RUA NESPEIRAS, N. 23, Apto 201, ;129.468,54;67.000,00;0.00;Não;Apartamento, 126.12 de área total, 72.25 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404764402
 8444402823045 ;MG ;ESPERA FELIZ ;ESPERA FELIZ ;RUA DAVID GOMES DA SILVA, N. 79, LT 01 QD C ;38.627,42;75.000,00;48.50;Não;Casa, 0.00 de área total, 75.73 de área privativa, 79.12 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402823045
 8444405617241 ;MG ;FORMOSO ;AEROPORTO ; RUA TIRADENTES, N. 105, LT 10-A QD 30-F ;51.429,64;99.000,00;48.06;Não;Casa, 64.13 de área total, 64.13 de área privativa, 192.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405617241
 8444401684432 ;MG ;FORTUNA DE MINAS ;FLORESTA ; RUA CINCO, N. 371, LOTE 06 QUADRA 03 ;137.000,00;137.000,00;0.00;Não;Casa, 51.00 de área total, 51.00 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444401684432
 8555504446080 ;MG ;FRUTAL ;IPE AMARELO ; RUA ELEUSA BANDEIRA DA SILVA (ANTIGA RUA 02), N. 221, LT 26 QD 616 ;135.980,46;262.000,00;48.10;Sim;Casa, 113.89 de área total, 32.25 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555504446080
 8444426514824 ;MG ;FRUTAL ;XV DE NOVEMBRO ;RUA CASTRO ALVES, N. SN, LOTE 04, QUADRA 02 ;31.950,08;55.000,00;41.91;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 180.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426514824
 1444424066460 ;MG ;FRUTAL ;NOSSA SENHORA APARECIDA ;RUA PARANA, N. 54, QD 186-A LT 05 ;895.426,59;1.405.000,00;36.27;Sim;Casa, 296.00 de área total, 296.00 de área privativa, 312.00 de área do terreno,  4 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444424066460
 8444421364573 ;MG ;FRUTAL ;MORADA DOS IPES ;RUA MOACIR CAMPOS, N. 76, QD 1443 LT 06 ;160.000,00;160.000,00;0.00;Não;Casa, 57.15 de área total, 57.15 de área privativa, 163.30 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421364573
