
 Lista de Imóveis da Caixa;;Data de geração:;14/08/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8444430561351 ;MG ;UBERABA ;RESIDENCIAL 2000 ;RUA 17, N. 670, ;97.778,11;165.000,00;40.75;Não;Casa, 72.48 de área total, 72.48 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430561351
 8444437563929 ;MG ;UBERABA ;PARQUE DOS BURITIS ;AVENIDA JOSE MIGUEL ARABE, N. 823, Apto 403, 4º PAV, BL 21, VAGA 31, LT 01, QD 02 ;96.592,92;163.000,00;40.75;Não;Apartamento, 60.67 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444437563929
 8444427489793 ;MG ;UBERABA ;LOTEAMENTO RESERVA USHUAIA ;AVENIDA LAERTE DE OLIVEIRA, N. 405, Apto 401, BL 19, VG 333 ;100.127,23;168.964,13;40.75;Não;Apartamento, 58.52 de área total, 40.28 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427489793
 8787705090195 ;MG ;UBERABA ;LOTEAMENTO RESERVA USHUAIA ;AVENIDA JOSE MIGUEL ARABE, N. 823, Apto 403, BL 18, QD 02, LT 1 ;97.778,11;165.000,00;40.75;Não;Apartamento, 60.67 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705090195
 8444429361735 ;MG ;UBERABA ;JOSÉ VALLIM DE MELLO ;RUA CIANORTE (RUA Q), N. 921, LT 01 QD 13 ;129.948,90;215.000,00;39.56;Não;Casa, 0.00 de área total, 28.75 de área privativa, 250.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429361735
 8787711894497 ;MG ;UBERABA ;VALLIM ;RUA DONA CECILIA BORGES PAULUK, N. 70, Apto 101, BL 24 ;112.420,91;186.000,00;39.56;Não;Apartamento, 68.31 de área total, 62.84 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711894497
 8787713229989 ;MG ;UBERABA ;VALLIM ;RUA DONA CECILIA BORGES PAULUK, N. 70, Apto 201, BL 13 ;112.420,91;186.000,00;39.56;Não;Apartamento, 45.56 de área total, 52.07 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713229989
 8787714426494 ;MG ;UBERABA ;VALLIM ; RUA DONA CECILIA BORGES PAULUK, N. 70, Apto 203, BL22 VG195 ;141.385,77;233.922,26;39.56;Não;Apartamento, 57.06 de área total, 40.57 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714426494
 8787714721321 ;MG ;UBERABA ;VALLIM ;RUA DONA CECILIA BORGES PAULUK, N. 70, Apto 102, BL 08 TERREO VG 143 ;112.420,91;186.000,00;39.56;Não;Apartamento, 68.31 de área total, 51.34 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714721321
 8787714874098 ;MG ;UBERABA ;PARAISO ;AVENIDA ODAIR RODRIGUES VILELA, N. 102, Apto 1304, TORRE II VG 260 ;114.838,57;190.000,00;39.56;Não;Apartamento, 77.01 de área total, 44.62 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714874098
 8787716577198 ;MG ;UBERABA ;PARAISO ;AVENIDA ODAIR RODRIGUES VILELA, N. 102, Apto 509, TR II VG 311 ;122.998,15;203.500,00;39.56;Não;Apartamento, 65.51 de área total, 44.62 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716577198
 8787716948382 ;MG ;UBERABA ;PARAISO ;AVENIDA ODAIR RODRIGUES VILELA, N. 102, Apto 608, TR I VG 150 ;124.509,18;206.000,00;39.56;Não;Apartamento, 66.33 de área total, 45.18 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716948382
 8787717336321 ;MG ;UBERABA ;PARAISO ;AVENIDA ODAIR RODRIGUES VILELA, N. 102, Apto 802, TORRE II BOX 182 ;120.882,70;200.000,00;39.56;Não;Apartamento, 59.27 de área total, 40.35 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717336321
 8787718260892 ;MG ;UBERABA ;PARAISO ;AVENIDA ODAIR RODRIGUES VILELA, N. 102, Apto 1103, TR II VG 221 ;114.838,57;190.000,00;39.56;Não;Apartamento, 0.00 de área total, 44.62 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718260892
 8787721786913 ;MG ;UBERABA ;PARAISO ;AVENIDA ODAIR RODRIGUES VILELA, N. 102, Apto 1211,  TORRE I VG 89 ;119.673,87;198.000,00;39.56;Não;Apartamento, 70.77 de área total, 40.35 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787721786913
 8787712411422 ;MG ;UBERABA ;RECREIO DOS BANDEIRANTES ;RUA ALVARO JACINTO DA CRUZ, N. 471, Apto 302, BL 12 VG 190 ;112.420,91;186.000,00;39.56;Não;Apartamento, 58.19 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712411422
 8787712719745 ;MG ;UBERABA ;RECREIO DOS BANDEIRANTES ;RUA ALVARO JACINTO DA CRUZ, N. 471, Apto 203, BL 18 VG 283 ;112.420,91;186.000,00;39.56;Não;Apartamento, 58.19 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712719745
 8787711850350 ;MG ;UBERABA ;LOURDES ;AVENIDA NIZA MARQUEZ GUARITA, N. 780, Apto 205, TORRE 02 ;128.740,08;213.000,00;39.56;Não;Apartamento, 81.39 de área total, 45.18 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711850350
 8787711977554 ;MG ;UBERABA ;BOA VISTA ;RUA OUTONO, N. 250, Apto 101, BL 05 TÉRREO VG 43 ;111.816,50;185.000,00;39.56;Não;Apartamento, 88.63 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711977554
 8787712315024 ;MG ;UBERABA ;BOA VISTA ; RUA OUTONO, N. 250, Apto 402, BL 03 ;111.816,50;185.000,00;39.56;Não;Apartamento, 78.07 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712315024
 8787715539853 ;MG ;UBERABA ;BOA VISTA ; RUA OUTONO, N. 250, Apto 403, BL 05 ;111.816,50;185.000,00;39.56;Não;Apartamento, 78.07 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715539853
 8787715578905 ;MG ;UBERABA ;BOA VISTA ; RUA OUTONO, N. 250, Apto 202, BL 06 ;111.816,50;185.000,00;39.56;Não;Apartamento, 78.07 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715578905
 8787716469913 ;MG ;UBERABA ;BOA VISTA ;RUA OUTONO, N. 250, Apto 302, BL 04 ;113.025,32;187.000,00;39.56;Não;Apartamento, 78.07 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716469913
 8787717452950 ;MG ;UBERABA ;BOA VISTA ;RUA OUTONO, N. 250, Apto 403, BL15, VG216 ;114.838,57;190.000,00;39.56;Não;Apartamento, 78.07 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717452950
 8444426349149 ;MG ;UBERABA ;CONJUNTO PONTAL ;AVENIDA DOS CURIOS, N. 501, Apto 404, BL 01 ;113.025,32;187.000,00;39.56;Não;Apartamento, 44.14 de área total, 44.14 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426349149
 8787711999647 ;MG ;UBERABA ;ESTADOS UNIDOS ;AVENIDA DOUTOR HELIO LUIZ DA COSTA, N. 701, Apto 204, BL 19 VG 370 ;118.465,05;196.000,00;39.56;Não;Apartamento, 58.80 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711999647
 8787718040884 ;MG ;UBERABA ;VILA ARQUELAU ;RUA OUTONO, N. 250, Apto 401, BLOCO 13 ;113.025,32;187.000,00;39.56;Não;Apartamento, 78.07 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718040884
 8787718614953 ;MG ;UBERABA ;VILA ARQUELAU ;RUA OUTONO, N. 250, Apto 204, BL 14 ;111.816,50;185.000,00;39.56;Não;Apartamento, 78.07 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718614953
 8787712043644 ;MG ;UBERABA ;CONJUNTO CHICA FERREIRA ;RUA DONA CECILIA BORGES PAULUK, N. 70, Apto 201, BL28 VG 225 ;112.420,91;186.000,00;39.56;Não;Apartamento, 45.56 de área total, 40.57 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712043644
 8787712312440 ;MG ;UBERABA ;CONJUNTO CHICA FERREIRA ;RUA DONA CECILIA BORGES PAULUK, N. 70, Apto 103, BL 16 VG 76 ;126.926,84;210.000,00;39.56;Não;Apartamento, 56.81 de área total, 51.34 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712312440
 8787712620315 ;MG ;UBERABA ;CONJUNTO CHICA FERREIRA ;RUA DONA CECILIA BORGES PAULUK, N. 70, Apto 102, BL 22 VG 190 ;122.091,53;202.000,00;39.56;Não;Apartamento, 68.31 de área total, 51.34 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712620315
 8787714993119 ;MG ;UBERABA ;CONJUNTO CHICA FERREIRA ;RUA DONA CECILIA BORGES PAULUK, N. 70, Apto 103, BL 01 VG 03-PNE ;124.509,18;206.000,00;39.56;Não;Apartamento, 86.30 de área total, 63.98 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714993119
 8787716272443 ;MG ;UBERABA ;JARDIM DO LAGO ;RUA CLODION REZENDE, N. 363, Apto 401, BL A TORRE 02 ;125.718,01;208.000,00;39.56;Não;Apartamento, 82.32 de área total, 41.97 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716272443
 8787717426690 ;MG ;UBERABA ;JARDIM DO LAGO ;RUA HONORIO PIRES FRANCA, N. 601, Apto 43, BL B TORRE 3 BOX 88 ;114.838,57;190.000,00;39.56;Não;Apartamento, 83.59 de área total, 41.97 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717426690
 8444429237279 ;MG ;UBERABA ;LOTEAMENTO ILHA BELA ;RUA ADEMAR DA SILVA, N. 3/84.522, ;131.762,14;218.000,00;39.56;Não;Casa, 48.46 de área total, 48.46 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429237279
 8444416025316 ;MG ;UBERABA ;COND PARQUE UTAH ; AVENIDA NIZA MARQUEZ GUARITA, N. 1315, Apto 304, BL 03 ;94.623,28;155.000,00;38.96;Não;Apartamento, 96.40 de área total, 44.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416025316
 1787701397298 ;MG ;UBERABA ;RECREIO DOS BANDEIRANTES ; RUA ALVARO JACINTO DA CRUZ, N. 471, Apto 401, BL 21 VG 337 ;101.904,73;165.000,00;38.24;Não;Apartamento, 58.19 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701397298
 1444414516284 ;MG ;UBERABA ;PARQUE HILEIA ;RUA CARLOS SALGE, N. 161, Apto 303, BL5, LT01A15, QD06 ;98.816,70;160.000,00;38.24;Não;Apartamento, 98.88 de área total, 44.14 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444414516284
 1444421353212 ;MG ;UBERABA ;CONJUNTO MANOEL MENDES ;AVENIDA NIZA MARQUEZ GUARITÁ, N. 1315, Apto 401, BL 22 VG 360 ;98.816,70;160.000,00;38.24;Não;Apartamento, 84.89 de área total, 44.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444421353212
 1787700977070 ;MG ;UBERABA ;LOTEAMENTO RESERVA USHUAIA ;AVENIDA JOSE MIGUEL ARABE, N. 823, Apto 303, PAV 03  BL 03 ;101.904,73;165.000,00;38.24;Não;Apartamento, 73.67 de área total, 46.46 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787700977070
 1444411832681 ;MG ;UBERABA ;JARDIM MARACANA ;RUA ALZIRA BENTO DA SILVA, N. 211, Apto 101, BL 09, GLEBA  AB ;116.443,31;185.000,00;37.06;Não;Apartamento, 69.37 de área total, 61.11 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444411832681
 1444401433415 ;MG ;UBERABA ;CENTRO ;RUA SAO SEBASTIAO, N. 311, ;876.307,16;1.375.000,00;36.27;Sim;Casa, 0.00 de área total, 57.00 de área privativa, 0.01 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444401433415
 1787702276508 ;MG ;UBERABA ;ESTADOS UNIDOS ;RUA GENERAL OSORIO, N. 935, Apto 1201, TORRE 01 BOX 69 ;152.955,43;240.000,00;36.27;Não;Apartamento, 75.12 de área total, 45.77 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787702276508
 1444404507592 ;MG ;UBERABA ;JD DO LAGO ; RUA MARIA SALOME GLAUSS CELIA, N. 511, ;847.000,00;847.000,00;0.00;Não;Casa, 223.95 de área total, 223.95 de área privativa, 360.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444404507592
 8787714841246 ;MG ;UBERABA ;PARAISO ;AVENIDA ODAIR RODRIGUES VILELA, N. 102, Apto 002, TERREO TORRE II ;166.000,00;166.000,00;0.00;Não;Apartamento, 70.77 de área total, 40.35 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714841246
 8787714872923 ;MG ;UBERABA ;PARAISO ;AVENIDA ODAIR RODRIGUES VILELA, N. 102, Apto 406, 4º PAVIMENTO TORRE II ;182.000,00;182.000,00;0.00;Não;Apartamento, 45.18 de área total, 45.18 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714872923
 8787721800908 ;MG ;UBERABA ;PARAISO ;AVENIDA ODAIR RODRIGUES VILELA, N. 102, Apto 309, 3º PAVIMENTO TORRE II ;235.000,00;235.000,00;0.00;Não;Apartamento, 77.01 de área total, 44.62 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787721800908
 10305211 ;MG ;UBERABA ;CONJUNTO JOSE VALLIM DE MELO ;Rua PONTA GROSSA, N. 476, QD 25, LT 19 ;890.000,00;890.000,00;0.00;Sim;Casa, 0.00 de área total, 414.50 de área privativa, 250.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10305211
 1787701833888 ;MG ;UBERABA ;BOA VISTA ;RUA OUTONO, N. 250, Apto 402, BL 01  VG 16 ;184.000,00;184.000,00;0.00;Não;Apartamento, 71.40 de área total, 42.02 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701833888
 8787712940999 ;MG ;UBERABA ;FABRICIO ;AVENIDA PEDRO LUCAS, N. 601, Apto 401, BL 23 4 PAV VG 309 CH TRIANGULO ;155.000,00;155.000,00;0.00;Não;Apartamento, 60.83 de área total, 42.90 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712940999
 1444420207140 ;MG ;UBERABA ;SANTA MARIA ;AVENIDA SANTOS DUMONT, N. 2519, Apto 402, ;366.000,00;366.000,00;0.00;Não;Apartamento, 140.44 de área total, 100.51 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444420207140
 8787717743857 ;MG ;UBERABA ;VILA ARQUELAU ;RUA OUTONO, N. 250, Apto 204, BLOCO 11 2º PAVIMENTO ;195.000,00;195.000,00;0.00;Não;Apartamento, 78.07 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717743857
 8787717778049 ;MG ;UBERABA ;VILA ARQUELAU ;RUA OUTONO, N. 250, Apto 404, BLOCO 16 VG 192 ;195.000,00;195.000,00;0.00;Não;Apartamento, 78.07 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717778049
 8787715089793 ;MG ;UBERABA ;CONJUNTO CHICA FERREIRA ;RUA DONA CECILIA BORGES PAULUK, N. 70, Apto 204, PAV 2 BL 12 VG 156 ;201.000,00;201.000,00;0.00;Não;Apartamento, 45.56 de área total, 40.57 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715089793
 8787713276642 ;MG ;UBERABA ;JARDIM DO LAGO ;RUA CLODION REZENDE, N. 363, Apto 302, BL A TORRE 3  VG 206 ;188.000,00;188.000,00;0.00;Não;Apartamento, 93.82 de área total, 41.97 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713276642
 8444419622234 ;MG ;UBERABA ;CONJUNTO JOSE BARBOSA ;RUA MARIA BATISTA DE ANDRADE, N. 73, LT 31 QD 1 ;249.000,00;249.000,00;0.00;Não;Casa, 0.00 de área total, 48.92 de área privativa, 200.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419622234
 8444421358760 ;MG ;UBERABA ;JARDIM COPACABANA ;RUA ITAMARACA, N. 131, ;200.294,68;200.294,68;0.00;Não;Casa, 74.94 de área total, 74.94 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421358760
 8444433639750 ;MG ;UBERABA ;PARQUE DAS AROEIRAS ;RUA SCARLETT MARIA DE MEDEIROS PEREIRA, N. 841, LT 25  QD 08 ;290.000,00;290.000,00;0.00;Não;Casa, 112.59 de área total, 39.94 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433639750
 8555533346480 ;MG ;UBERABA ;JARDIM MARAJO ;RUA RAIMUNDO ALVES DOS SANTOS, N. 130, QD X  LT 07 ;178.000,00;178.000,00;0.00;Não;Casa, 64.53 de área total, 64.53 de área privativa, 250.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555533346480
 8444422559564 ;MG ;UBERABA ;LOTEAMENTO ANTONIO CAIADO ;RUA MARIA APARECIDA DIAS, N. 56, LT 14 QD R ;180.000,00;180.000,00;0.00;Não;Casa, 51.60 de área total, 51.60 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422559564
 8787715022460 ;MG ;UBERABA ;DESMEMBRAMENTO UNIAO DA MOCIDADE ESPIRIT ;AVENIDA ODAIR RODRIGUES VILELA, N. 295, Apto 1106, TORRE I VG 169 ;236.500,00;236.500,00;0.00;Não;Apartamento, 77.83 de área total, 45.18 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715022460
